year,round,team_x,team_y,seed.x,bpi.x,qual_win.x,qual_loss.x,qual_win_perc.x,schdl_strngth.x,seed.y,bpi.y,qual_win.y,qual_loss.y,qual_win_perc.y,schdl_strngth.y,location,team_x_win,team
2024,32,North Carolina,Michigan State,1,17,12,6,0.67,17,9,13.8,5,12,0.29,11,"Charlotte, NC",TRUE,North Carolina
2024,32,Grand Canyon,Alabama,12,9,2,1,0.67,177,4,16.2,8,12,0.4,2,"Spokane, WA",FALSE,Alabama
2024,32,Clemson,Baylor,6,12.9,9,6,0.6,26,3,15.1,11,10,0.52,5,"Memphis, TN",TRUE,Clemson
2024,32,Dayton,Arizona,7,11.5,2,3,0.4,82,2,18.2,9,5,0.64,53,"Salt Lake City, UT",FALSE,Arizona
2024,32,Houston,Texas A&M,1,23,16,5,0.76,12,9,11.5,8,7,0.53,15,"Memphis, TN",TRUE,Houston
2024,32,James Madison,Duke,12,8.9,2,1,0.67,223,4,17.9,8,7,0.53,44,"Brooklyn, NY",FALSE,Duke
2024,32,NC State,Oakland,11,10.1,7,10,0.41,28,14,2.6,1,5,0.17,132,"Pittsburgh, PA",TRUE,NC State
2024,32,Colorado,Marquette,10,9.7,6,5,0.55,74,2,15.3,12,8,0.6,9,"Indianapolis, IN",FALSE,Marquette
2024,32,Purdue,Utah State,1,20.3,17,5,0.77,1,8,7.4,5,4,0.56,91,"Indianapolis, IN",TRUE,Purdue
2024,32,Gonzaga,Kansas,5,14.9,3,6,0.33,84,4,12.7,10,8,0.56,6,"Salt Lake City, UT",TRUE,Gonzaga
2024,32,Oregon,Creighton,11,8.9,4,8,0.33,73,3,16.8,8,7,0.53,25,"Pittsburgh, PA",FALSE,Creighton
2024,32,Texas,Tennessee,7,12.7,6,10,0.38,24,2,18.1,11,8,0.58,10,"Charlotte, NC",FALSE,Tennessee
2024,16,UConn,San Diego State,1,22.7,19,2,0.9,13,5,11.1,3,6,0.33,75,"Boston, MA",TRUE,UConn
2024,16,Illinois,Iowa State,3,16.3,12,7,0.63,18,2,18.2,13,7,0.65,21,"Boston, MA",TRUE,Illinois
2024,16,North Carolina,Alabama,1,17,12,6,0.67,17,4,16.2,8,12,0.4,2,"Los Angeles, CA",FALSE,Alabama
2024,16,Clemson,Arizona,6,12.9,9,6,0.6,26,2,18.2,9,5,0.64,53,"Los Angeles, CA",TRUE,Clemson
2024,16,Houston,Duke,1,23,16,5,0.76,12,4,17.9,8,7,0.53,44,"Dallas, TX",FALSE,Duke
2024,16,NC State,Marquette,11,10.1,7,10,0.41,28,2,15.3,12,8,0.6,9,"Dallas, TX",TRUE,NC State
2024,16,Purdue,Gonzaga,1,20.3,17,5,0.77,1,5,14.9,3,6,0.33,84,"Detroit, MI",TRUE,Purdue
2024,16,Creighton,Tennessee,3,16.8,8,7,0.53,25,2,18.1,11,8,0.58,10,"Detroit, MI",FALSE,Tennessee
2024,8,UConn,Illinois,1,22.7,19,2,0.9,13,3,16.3,12,7,0.63,18,"Boston, MA",TRUE,UConn
2024,8,Alabama,Clemson,4,16.2,8,12,0.4,2,6,12.9,9,6,0.6,26,"Los Angeles, CA",TRUE,Alabama
2024,8,Duke,NC State,4,17.9,8,7,0.53,44,11,10.1,7,10,0.41,28,"Dallas, TX",FALSE,NC State
2024,8,Purdue,Tennessee,1,20.3,17,5,0.77,1,2,18.1,11,8,0.58,10,"Detroit, MI",TRUE,Purdue
2024,4,UConn,Alabama,1,22.7,19,2,0.9,13,4,16.2,8,12,0.4,2,"Glendale, AZ",TRUE,UConn
2024,4,NC State,Purdue,11,10.1,7,10,0.41,28,1,20.3,17,5,0.77,1,"Glendale, AZ",FALSE,Purdue
2024,2,UConn,Purdue,1,22.7,19,2,0.9,13,1,20.3,17,5,0.77,1,"Glendale, AZ",TRUE,UConn
