year,round,team_x,team_y,seed.x,bpi.x,qual_win.x,qual_loss.x,qual_win_perc.x,schdl_strngth.x,seed.y,bpi.y,qual_win.y,qual_loss.y,qual_win_perc.y,schdl_strngth.y,location,team_x_win,team
2022,64,Iowa,Richmond,5,15.5,6,6,0.5,47,12,7,2,3,0.4,84,"Buffalo, NY",FALSE,Richmond
2022,64,Providence,South Dakota State,4,10.7,9,3,0.75,55,13,7.8,0,2,0,249,"Buffalo, NY",TRUE,Providence
2022,64,LSU,Iowa State,6,14,8,8,0.5,28,11,9.1,10,11,0.48,11,"Milwaukee, WI",FALSE,Iowa State
2022,64,Wisconsin,Colgate,3,10.9,11,5,0.69,20,14,3.7,0,3,0,282,"Milwaukee, WI",TRUE,Wisconsin
2022,64,USC,Miami (FL),7,9.8,2,5,0.29,80,10,9.1,7,6,0.54,34,"Greenville, SC",FALSE,Miami (FL)
2022,64,Auburn,Jacksonville State,2,15.6,10,6,0.63,43,15,2.3,0,2,0,256,"Greenville, SC",TRUE,Auburn
2022,32,Gonzaga,Memphis,1,20.5,9,4,0.69,74,9,11.8,4,3,0.57,60,"Portland, OR",TRUE,Gonzaga
2022,32,New Mexico State,Arkansas,12,3.9,1,1,0.5,177,4,12.8,11,7,0.61,32,"Buffalo, NY",FALSE,Arkansas
2022,32,Notre Dame,Texas Tech,11,9.8,4,9,0.31,54,3,16.5,12,8,0.6,15,"San Diego, CA",FALSE,Texas Tech
2022,32,Michigan State,Duke,7,10.3,7,10,0.41,8,2,16.8,11,5,0.69,38,"Greenville, SC",FALSE,Duke
2022,32,Baylor,North Carolina,1,17.9,10,7,0.59,14,8,13.3,7,9,0.44,19,"Fort Worth, TX",FALSE,North Carolina
2022,32,Saint Mary's,UCLA,5,11.8,5,5,0.5,75,4,16.2,5,5,0.5,53,"Portland, OR",FALSE,UCLA
2022,32,Texas,Purdue,6,13.9,8,10,0.44,13,3,16.4,11,6,0.65,26,"Milwaukee, WI",FALSE,Purdue
2022,32,Murray State,Saint Peter's,7,10.3,2,1,0.67,229,15,4.8,3,3,0.5,116,"Indianapolis, IN",FALSE,Saint Peter's
2022,32,Arizona,TCU,1,17.6,7,3,0.7,69,9,10.5,9,9,0.5,4,"San Diego, CA",TRUE,Arizona
2022,32,Houston,Illinois,5,19.8,5,5,0.5,71,4,13.9,9,6,0.6,16,"Pittsburgh, PA",TRUE,Houston
2022,32,Michigan,Tennessee,11,11.4,7,12,0.37,2,3,18,12,8,0.6,5,"Indianapolis, IN",TRUE,Michigan
2022,32,Ohio State,Villanova,7,11.5,8,8,0.5,18,2,17.6,15,5,0.75,10,"Pittsburgh, PA",FALSE,Villanova
2022,32,Kansas,Creighton,1,17.6,16,6,0.73,9,9,7.8,7,8,0.47,37,"Fort Worth, TX",TRUE,Kansas
2022,32,Richmond,Providence,12,7,2,3,0.4,84,4,10.7,9,3,0.75,55,"Buffalo, NY",FALSE,Providence
2022,32,Iowa State,Wisconsin,11,9.1,10,11,0.48,11,3,10.9,11,5,0.69,20,"Milwaukee, WI",TRUE,Iowa State
2022,32,Miami (FL),Auburn,10,9.1,7,6,0.54,34,2,15.6,10,6,0.63,43,"Greenville, SC",TRUE,Miami (FL)
2022,16,Gonzaga,Arkansas,1,20.5,9,4,0.69,74,4,12.8,11,7,0.61,32,"San Francisco, CA",FALSE,Arkansas
2022,16,Texas Tech,Duke,3,16.5,12,8,0.6,15,2,16.8,11,5,0.69,38,"San Francisco, CA",FALSE,Duke
2022,16,North Carolina,UCLA,8,13.3,7,9,0.44,19,4,16.2,5,5,0.5,53,"Philadelphia, PA",TRUE,North Carolina
2022,16,Purdue,Saint Peter's,3,16.4,11,6,0.65,26,15,4.8,3,3,0.5,116,"Philadelphia, PA",FALSE,Saint Peter's
2022,16,Arizona,Houston,1,17.6,7,3,0.7,69,5,19.8,5,5,0.5,71,"San Antonio, TX",FALSE,Houston
2022,16,Michigan,Villanova,11,11.4,7,12,0.37,2,2,17.6,15,5,0.75,10,"San Antonio, TX",FALSE,Villanova
2022,16,Kansas,Providence,1,17.6,16,6,0.73,9,4,10.7,9,3,0.75,55,"Chicago, IL",TRUE,Kansas
2022,16,Iowa State,Miami (FL),11,9.1,10,11,0.48,11,10,9.1,7,6,0.54,34,"Chicago, IL",FALSE,Miami (FL)
2022,8,Arkansas,Duke,4,12.8,11,7,0.61,32,2,16.8,11,5,0.69,38,"San Francisco, CA",FALSE,Duke
2022,8,North Carolina,Saint Peter's,8,13.3,7,9,0.44,19,15,4.8,3,3,0.5,116,"Philadelphia, PA",TRUE,North Carolina
2022,8,Houston,Villanova,5,19.8,5,5,0.5,71,2,17.6,15,5,0.75,10,"San Antonio, TX",FALSE,Villanova
2022,8,Kansas,Miami (FL),1,17.6,16,6,0.73,9,10,9.1,7,6,0.54,34,"Chicago, IL",TRUE,Kansas
2022,4,Duke,North Carolina,2,16.8,11,5,0.69,38,8,13.3,7,9,0.44,19,"New Orleans, LA",FALSE,North Carolina
2022,4,Villanova,Kansas,2,17.6,15,5,0.75,10,1,17.6,16,6,0.73,9,"New Orleans, LA",FALSE,Kansas
2022,2,North Carolina,Kansas,8,13.3,7,9,0.44,19,1,17.6,16,6,0.73,9,"New Orleans, LA",FALSE,Kansas
